Organization CRD#,Primary Business Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Postal Code,Main Office Telephone Number,World Wide Web Site Address,Discretionary AUM,Discretionary accounts,Average discretionary account AUM,Non-discretionary AUM,Non-discretionary accounts,Average non-discretionary account AUM,Total AUM,Total accounts,Average total account AUM
151879,Ariel Wealth Advisors LLC,33 Wood Ave. South,Suite 600,Iselin,NJ,8830,(908) 970-9800,arielwealth.com,"$48,705,641 ",102,"$477,506 ","$4,262,054 ",21,"$202,955 ","$52,967,695 ",123,"$430,632 "
151491,Arin Risk Advisors LLC,300 Four Falls Corporate Center,Suite 200,West Conshohocken,PA,19428,(610) 822-3400,arinllc.com,"$202,289,130 ",33,"$6,129,974 ",$0 ,0,,"$202,289,130 ",33,"$6,129,974 "
107763,Arista Investment Advisors Ltd.,255 Washington Ave. Extension,Suite # 106,Albany,NY,12205,(518) 452-3805,aristaadv.com,"$165,611,826 ",948,"$174,696 ","$841,546 ",8,"$105,193 ","$166,453,372 ",956,"$174,114 "
146255,Ariston Services Group LLC,750 B St.,Suite 2630,San Diego,CA,92101,(619) 241-2326,aristonservicesgroup.com,"$165,500,000 ",203,"$815,271 ","$700,000 ",1,"$700,000 ","$166,200,000 ",204,"$814,706 "
158220,Ariston Wealth Management LP,45 Broadway,2nd Floor,New York,NY,10006,(212) 742-4200,,$0 ,0,,"$190,000,000 ",176,"$1,079,545 ","$190,000,000 ",176,"$1,079,545 "
109335,Arlington Partners LLC,the John Hand Building,"2000 Morris Ave., Suite 1300",Birmingham,AL,35203,(205) 488-4300,arlingtonfamilyoffices.com,"$1,179,175,968 ",566,"$2,083,350 ","$928,533,294 ",100,"$9,285,333 ","$2,107,709,262 ",666,"$3,164,729 "
151590,Armbruster Capital Management Inc.,259 Quaker Meeting House Road,,Honeoye Falls,NY,14472,(585) 381-4180,armbrustercapital.com,"$116,424,760 ",52,"$2,238,938 ","$9,200,000 ",1,"$9,200,000 ","$125,624,760 ",53,"$2,370,278 "
134200,Armor Investment Advisors LLC,3909 Sunset Ridge Road,Suite 102,Raleigh,NC,27607,(919) 571-4382,armorinvestmentadvisors.com,"$136,350,000 ",325,"$419,538 ",$0 ,0,,"$136,350,000 ",325,"$419,538 "
149008,Armory Capital Management LLC,110 West Fayette St.,Suite 900,Syracuse,NY,13202,(315) 701-6452,armorycm.com,"$26,965,963 ",180,"$149,811 ","$7,453,414 ",4,"$1,863,354 ","$34,419,377 ",184,"$187,062 "
144862,Arque Advisors LLC,101 Milton Road,,Rye,NY,10580,(914) 316-8800,arqueadvisors.com,"$8,000,000 ",30,"$266,667 ","$22,000,000 ",40,"$550,000 ","$30,000,000 ",70,"$428,571 "
124185,Ars Wealth Advisors,111 Second Ave. Ne,Suite 1600,St. Petersburg,FL,33701,(727) 322-7681,arswealth.com,"$233,473,067 ",797,"$292,940 ",$0 ,0,,"$233,473,067 ",797,"$292,940 "
111406,Arterburn And Watters Llp,17 Lower Golf Road,,Pleasanton,CA,94566,(925) 462-1120,,$0 ,0,,"$107,900,000 ",182,"$592,857 ","$107,900,000 ",182,"$592,857 "
105894,Arthur M. Cohen & Associates LLC,1033 Skokie Blvd.,Ste 200,Northbrook,IL,60062,(847) 480-2990,,"$389,605,621 ",769,"$506,639 ","$8,277,695 ",72,"$114,968 ","$397,883,316 ",841,"$473,107 "
150762,Artience Capital Management LLC,One Market St.,"Spear Tower, Suite 3600",San Francisco,CA,94105,(800) 337-0353,artiencecapital.com,"$60,000,000 ",120,"$500,000 ",$0 ,0,,"$60,000,000 ",120,"$500,000 "
140643,Artifex Financial Group LLC,2305 Far Hills Ave.,Suite 206,Oakwood,OH,45419,(937) 660-8316,artifexfinancial.com,"$60,000,000 ",410,"$146,341 ",$0 ,0,,"$60,000,000 ",410,"$146,341 "
116771,Ascendant Financial Solutions Inc.,809 W. Riordan,Suite 104,Flagstaff,AZ,86001,(928) 774-9598,ascendant-financial.com,"$141,123,436 ",368,"$383,488 ",$0 ,0,,"$141,123,436 ",368,"$383,488 "
131423,Ascent Capital Management LLC,975 Sw Colorado,Suite 200,Bend,OR,97702,(541) 382-4847,ascentcap.com,"$111,600,000 ",620,"$180,000 ","$3,400,000 ",1,"$3,400,000 ","$115,000,000 ",621,"$185,185 "
114238,Ashford Advisors LLC,30 B Grove St.,,Pittsford,NY,14534,(585) 697-0362,,"$245,611,179 ",183,"$1,342,138 ","$108,995,827 ",81,"$1,345,627 ","$354,607,006 ",264,"$1,343,208 "
119050,Aspen Capital Management,802 W. Bannock St.,Suite 207,Boise,ID,83702,(208) 345-0174,aspencapitalmgmt.com,$0 ,0,,"$170,400,000 ",330,"$516,364 ","$170,400,000 ",330,"$516,364 "
116061,Aspen Wealth Management Inc.,7300 College Blvd.,Suite 306,Overland Park,KS,66210,(913) 491-0500,aspenwealth.com,"$89,665,671 ",702,"$127,729 ","$2,851,158 ",13,"$219,320 ","$92,516,829 ",715,"$129,394 "
134500,Aspetuck Financial Management LLC,27A Imperial Ave.,,Westport,CT,6880,(203) 226-5733,aspetuckfinancial.com,"$35,267,868 ",222,"$158,864 ","$989,163 ",4,"$247,291 ","$36,257,031 ",226,"$160,429 "
154619,Aspiriant Investment Advisors LLC,201 E. Fifth St.,Suite 1430,Cincinnati,OH,45202,(513) 824-3100,aia.aspiriant.com,"$5,668,000 ",4,"$1,417,000 ","$2,893,961,000 ","2,071","$1,397,374 ","$2,899,629,000 ","2,075","$1,397,412 "
146720,Aspiriant LLC,101 Second St.,Suite 1400,San Francisco,CA,94105,(415) 371-7800,aspiriant.com,"$2,855,214,000 ","2,700","$1,057,487 ","$1,537,278,000 ",484,"$3,176,194 ","$4,392,492,000 ","3,184","$1,379,552 "
107929,Asset Advisory Group Inc.,"4600 Mcauley Place, Ste 140",,Cincinnati,OH,45242,(513) 771-7222,taaginc.com,"$206,837,884 ",532,"$388,793 ","$11,360,980 ",189,"$60,111 ","$218,198,864 ",721,"$302,634 "
106618,Asset Advisory Group Inc.,"170 Kinnelon Road, Suite 3",,Kinnelon,NJ,7405,(973) 492-0808,assetadvisorygroup.com,$0 ,0,,"$175,723,413 ",110,"$1,597,486 ","$175,723,413 ",110,"$1,597,486 "
111309,Asset Management Advisors LLC,6307 Waterford Blvd.,Suite 200,Oklahoma City,OK,73118,(405) 842-1881,,"$104,856,085 ",225,"$466,027 ",$0 ,0,,"$104,856,085 ",225,"$466,027 "
113961,Asset Management And Planning LLC,602 Meeting St. Suite C,,West Columbia,SC,29169,(803) 739-6311,assetmgtplanning.com,"$122,432,000 ",557,"$219,806 ","$568,000 ",20,"$28,400 ","$123,000,000 ",577,"$213,172 "
109581,Asset Management Group Ltd,3400 Dundee Rd.,Suite 145,Northbrook,IL,60062,(847) 291-7909,assetmanagementchicago.com,"$167,758,325 ",250,"$671,033 ",$0 ,0,,"$167,758,325 ",250,"$671,033 "
135173,Asset Management Strategies Inc.,10100 Lantern Road,Suite 150A,Fishers,IN,46037,(317) 577-6912,amsria.com,"$39,964,332 ",268,"$149,121 ",$0 ,0,,"$39,964,332 ",268,"$149,121 "
116833,Asset Planning & Management Inc.,"422 W. Riverside Ave., Suite 722",,Spokane,WA,99201,(509) 838-4175,assetplanning.com,"$48,900,000 ",52,"$940,385 ","$3,200,000 ",2,"$1,600,000 ","$52,100,000 ",54,"$964,815 "
126242,Asset Planning Corporation,1615 Forum Place,Suite 1A,W. Palm Beach,FL,33401,(561) 689-5724,fpiginc.com,"$107,218,998 ",353,"$303,737 ","$8,514,906 ",136,"$62,610 ","$115,733,904 ",489,"$236,675 "
7890,Asset Planning Corporation,234 S. Peters Rd.,Suite 102,Knoxville,TN,37923,(865) 690-1231,assetplanningcorp.com,"$116,070,127 ",132,"$879,319 ","$4,079,067 ",4,"$1,019,767 ","$120,149,194 ",136,"$883,450 "
111535,Asset Planning Inc.,10833 Valley View St.,Suite 470,Cypress,CA,90630,(714) 827-5794,assetplanninginc.com,"$104,706,081 ",415,"$252,304 ","$3,076,612 ",79,"$38,944 ","$107,782,693 ",494,"$218,184 "
104715,Asset Planning Services Inc.,509 W. 21St Ave.,,Covington,LA,70433,(985) 867-8679,,"$176,238,219 ",323,"$545,629 ","$26,084,482 ",94,"$277,494 ","$202,322,701 ",417,"$485,186 "
105727,Asset Planning Services Ltd.,162 Main St.,,Harleysville,PA,19438,(215) 256-4600,assetplanningservices.com,$0 ,0,,"$640,990,985 ","2,138","$299,809 ","$640,990,985 ","2,138","$299,809 "
108150,Asset Preservation Group Inc.,2750 William D. Tate Ave.,Suite 100,Grapevine,TX,76051,(817) 251-1008,apgmsh.com,$0 ,0,,"$130,000,000 ",350,"$371,429 ","$130,000,000 ",350,"$371,429 "
113717,Asset Solutions Inc.,8441 West Bowles Ave.,Suite 225,Littleton,CO,80123,(303) 932-2288,assetsolutionsria.com,"$56,499,344 ",639,"$88,418 ",$0 ,0,,"$56,499,344 ",639,"$88,418 "
104723,Asset Strategies & Management Inc.,"55 N Third St, Ste 201",,Campbell,CA,95008,(408) 364-9100,,$0 ,0,,"$68,691,488 ",111,"$618,842 ","$68,691,488 ",111,"$618,842 "
119661,Asset Strategies Inc.,111 W. 2Nd St.,Suite 608,Casper,WY,82601,(307) 266-4525,asset-strategies-inc.com,"$258,133,977 ","1,260","$204,868 ",$0 ,0,,"$258,133,977 ","1,260","$204,868 "
148562,Astraeus Advisers LLC,300 S. Northwest Highway,Suite 209,Park Ridge,IL,60068,(847) 825-2200,astraeusadvisers.com,"$118,969,684 ",47,"$2,531,270 ","$268,463,767 ",251,"$1,069,577 ","$387,433,451 ",298,"$1,300,112 "
124062,Athena Capital Advisors LLC,55 Old Bedford Rd.,Suite 302,Lincoln,MA,1773,(781) 274-9300,athenacapital.com,"$2,781,655,172 ",251,"$11,082,292 ","$1,296,543,535 ",96,"$13,505,662 ","$4,078,198,707 ",347,"$11,752,734 "
106542,Athena Investment Management,180 S Lake Ave,Ste 610,Pasadena,CA,91101,(626) 449-2211,,"$106,475,100 ",265,"$401,793 ","$1,300,951 ",7,"$185,850 ","$107,776,051 ",272,"$396,235 "
134090,Atherton Lane Advisers LLC,3000 Sand Hill Road,"Bldg. 1, Suite 170",Menlo Park,CA,94025,(650) 233-1200,athertonlane.com,"$2,149,931,830 ",675,"$3,185,084 ","$139,783,472 ",16,"$8,736,467 ","$2,289,715,302 ",691,"$3,313,626 "
127036,Atlas Capital Advisors LLC,38 Keyes Ave Suite 200,,San Francisco,CA,94129,(415) 354-2400,atlasca.com,"$147,000,000 ",147,"$1,000,000 ","$28,000,000 ",3,"$9,333,333 ","$175,000,000 ",150,"$1,166,667 "
104622,Aufman Associates Inc.,2200 Georgetown Drive,Suite 401,Sewickley,PA,15143,(724) 934-5600,aufman.net,"$463,112,041 ",136,"$3,405,236 ",$0 ,0,,"$463,112,041 ",136,"$3,405,236 "
136674,Aureus Asset Management LLC,One Winthrop Square,,Boston,MA,2110,(617) 728-8900,aureus-asset.com,"$575,000,000 ",200,"$2,875,000 ","$50,000,000 ",25,"$2,000,000 ","$625,000,000 ",225,"$2,777,778 "
134895,Aurora Financial Group LLC,85 Exchange St.,Suite 202,Portland,ME,4101,(207) 553-2343,aurorafinancial.info,"$52,999,000 ",281,"$188,609 ",$0 ,0,,"$52,999,000 ",281,"$188,609 "
105441,Austin Asset Management Co,"7200 N. Mopac, Suite 315",,Austin,TX,78731,(512) 453-6622,austinasset.com,"$463,236,631 ","1,271","$364,466 ",$0 ,0,,"$463,236,631 ","1,271","$364,466 "
145179,Auxano Advisors,"401 Parkplace, Suite 400",,Kirkland,WA,98033,(425) 889-1261,auxanoadvisors.com,"$197,100,000 ",637,"$309,419 ","$8,300,000 ",33,"$251,515 ","$205,400,000 ",670,"$306,567 "
107501,Avalon Capital Management,495 Seaport Court Ste 106,,Port Of Redwood City,CA,94063,(650) 306-1500,avaloncapital.com,"$206,579,000 ",326,"$633,678 ",$0 ,0,,"$206,579,000 ",326,"$633,678 "
122233,Avenue Advisors LLC,12707 High Bluff Drive,Suite 200,San Diego,CA,92130,(858) 457-4579,avenueadvisors.com,"$48,504,865 ",110,"$440,953 ",$0 ,0,,"$48,504,865 ",110,"$440,953 "
116519,Avl/Wealthcare LLC,9490 three Rivers Road,,Gulfport,MS,39503,(228) 863-0437,avlwealthcare.com,"$92,032,352 ",278,"$331,052 ",$0 ,0,,"$92,032,352 ",278,"$331,052 "
159094,Awm Global Advisors,750 B St.,Suite 3150,San Diego,CA,92101,(619) 225-7600,awmga.com,"$105,331,137 ",125,"$842,649 ",$0 ,0,,"$105,331,137 ",125,"$842,649 "
151867,Ayers Capital LLC,221 N. Lasalle St.,Suite 900,Chicago,IL,60601,(312) 648-1720,,"$93,982,689 ",64,"$1,468,480 ","$14,436,195 ",36,"$401,005 ","$108,418,884 ",100,"$1,084,189 "
124811,B & L Asset Management LLC,"326 Third Ave., 4th Floor",,Pittsburgh,PA,15222,(412) 642-6666,,"$95,204,277 ",220,"$432,747 ","$3,253,973 ",2,"$1,626,987 ","$98,458,250 ",222,"$443,506 "
108392,Badgley Phelps Investment Managers,1420 Fifth Ave.,Suite 3200,Seattle,WA,98101,(206) 623-6172,badgley.com,"$1,369,648,250 ",819,"$1,672,342 ","$241,544,258 ",255,"$947,232 ","$1,611,192,508 ","1,074","$1,500,179 "
106139,Bahl & Gaynor Inc.,212 East 3rd St.,Suite 200,Cincinnati,OH,45202,(513) 287-6100,bahl-gaynor.com,"$3,473,586,127 ","1,464","$2,372,668 ","$204,836,181 ",40,"$5,120,905 ","$3,678,422,308 ","1,504","$2,445,760 "
155867,Baker & Associates,1130 Roosevelt,,Irvine,CA,92620,(949) 263-1883,bafps.com,"$86,010,000 ",338,"$254,467 ","$16,822,000 ",92,"$182,848 ","$102,832,000 ",430,"$239,144 "
132657,Baker Avenue Asset Management LP,301 Battery St.,,San Francisco,CA,94111,(415) 986-1110,bakerave.com,"$453,470,781 ",809,"$560,532 ","$306,767,367 ",38,"$8,072,825 ","$760,238,148 ",847,"$897,566 "
115086,Baker Jensen Investment Advisors LLC,30448 Rancho Viejo Rd.,Suite 105,San Juan Capistrano,CA,92675,(949) 481-1805,bakerjensen.net,"$30,730,000 ",76,"$404,342 ","$3,270,000 ",9,"$363,333 ","$34,000,000 ",85,"$400,000 "
128066,Baker Street Advisors LLC,455 Market St.,Suite #620,San Francisco,CA,94105,(415) 344-6180,bakerstreetadvisors.com,$0 ,0,,"$3,621,000,000 ",990,"$3,657,576 ","$3,621,000,000 ",990,"$3,657,576 "
128161,Balanced Financial Planning Inc.,6701 W. 64th St.,Suite 100,Overland Park,KS,66202,(913) 677-1090,bfplanning.com,$0 ,0,,"$44,767,877 ",65,"$688,737 ","$44,767,877 ",65,"$688,737 "
113630,Balasa Dinverno Foltz LLC,500 Park Blvd.,Suite 1400,Itasca,IL,60143,(630) 875-4900,bdfllc.com,"$1,896,924,904 ","3,350","$566,246 ","$112,195,479 ",49,"$2,289,704 ","$2,009,120,383 ","3,399","$591,092 "
108396,Baldrige Asset Management,"7540 Windsor Drive, Ste 205",,Allentown,PA,18195,(610) 336-4395,baldrigeasset.com,"$168,063,912 ",645,"$260,564 ","$41,924,957 ",10,"$4,192,496 ","$209,988,869 ",655,"$320,594 "
129429,Baldwin & Associates,1735 W. Hibiscus Blvd.,Suite 200,Melbourne,FL,32901,(321) 722-0511,mebaldwin.com,$0 ,0,,"$77,000,000 ",545,"$141,284 ","$77,000,000 ",545,"$141,284 "
108922,Baldwin Investment Management LLC,100 Four Falls Corporate Center,Suite 202,West Conshohocken,PA,19428,(610) 260-1555,baldwinim.com,"$221,094,000 ",149,"$1,483,852 ","$24,714,000 ",19,"$1,300,737 ","$245,808,000 ",168,"$1,463,143 "
152511,Balentine LLC,3344 Peachtree Road,Suite 2200,Atlanta,GA,30326,(404) 537-4800,balentine.com,"$677,447,133 ","1,087","$623,226 ","$375,000,000 ",2,"$187,500,000 ","$1,052,447,133 ","1,089","$966,434 "
152802,Ballentine Partners,230 Third Ave.,Suite 6,Waltham,MA,2451,(781) 341-1300,ballentinepartners.com,"$2,094,644,266 ","1,246","$1,681,095 ","$1,526,239,777 ","1,251","$1,220,016 ","$3,620,884,043 ","2,497","$1,450,094 "
105284,Balliett Financial Services Inc.,631 South Orlando Ave,Suite 400,Winter Park,FL,32789,(407) 740-5113,balliettfs.com,"$24,631,110 ",88,"$279,899 ",$0 ,0,,"$24,631,110 ",88,"$279,899 "
104625,Baltimore Washington Financial Advisors Inc.,5950 Symphony Woods Road,Suite 600,Columbia,MD,21044,(410) 461-3900,bwfa.com,"$276,722,693 ",375,"$737,927 ","$226,884 ",1,"$226,884 ","$276,949,577 ",376,"$736,568 "
142987,Banta Asset Management LP,517 30th St.,,Newport Beach,CA,92663,(949) 673-9944,bantaassetmanagement.com,"$97,563,589 ",370,"$263,685 ","$23,333,630 ",253,"$92,228 ","$120,897,219 ",623,"$194,057 "
141398,Banyan Partners LLC,11376 N Jog Road,Suite 101,Palm Beach Gardens,FL,33418,(561) 630-4600,banyanpartners.net,"$941,979,511 ","3,043","$309,556 ","$167,844,779 ",107,"$1,568,643 ","$1,109,824,290 ","3,150","$352,325 "
108494,Bardin Financial Services,711 Court St.,,Jackson,CA,95642,(209) 223-1225,,"$70,377,293 ",291,"$241,846 ","$1,113,487 ",16,"$69,593 ","$71,490,780 ",307,"$232,869 "
116817,Barker Financial Group Inc.,1 Van De Graaff Drive,Suite 501,Burlington,MA,1803,(781) 743-2600,barkerfinancialgroup.com,"$75,991,801 ",186,"$408,558 ",$0 ,0,,"$75,991,801 ",186,"$408,558 "
108145,Barnes Investment Advisory Inc.,7250 North 16th St.,Ste 412,Phoenix,AZ,85020,(602) 248-9099,barnesinvest.com,"$132,827,277 ",139,"$955,592 ",$0 ,0,,"$132,827,277 ",139,"$955,592 "
142944,Barnes Pettey Financial Advisors LLC,252 Sunflower Ave.,,Clarksdale,MS,38614,(662) 627-2225,barnespettey.com,"$122,055,491 ",200,"$610,277 ","$542,272,122 ","2,495","$217,344 ","$664,327,613 ","2,695","$246,504 "
105867,Barnett & Co Inc.,1300 Broad St.,Suite 303,Chattanooga,TN,37402,(423) 756-0125,barnettandcompany.com,"$248,080,413 ",625,"$396,929 ",$0 ,0,,"$248,080,413 ",625,"$396,929 "
114414,Barnett Financial Inc.,8500 Bluffstone Cove,Suite B-102,Austin,TX,78759,(512) 454-5459,barnettfinancial.com,"$90,982,364 ",320,"$284,320 ",$0 ,0,,"$90,982,364 ",320,"$284,320 "
144511,Barnstone Advisors LLC,388 West Pothouse Road,Suite A,Phoenixville,PA,19460,(610) 917-2210,barnstoneadvisors.com,"$56,462,593 ",72,"$784,203 ",$0 ,0,,"$56,462,593 ",72,"$784,203 "
144234,Baron Financial Group LLC,16-00 Route 208 South,,Fair Lawn,NJ,7410,(201) 791-6408,baron-financial.com,"$130,800,000 ",680,"$192,353 ","$14,400,000 ",13,"$1,107,692 ","$145,200,000 ",693,"$209,524 "
153117,Baron Wealth Management LLC,3150 Livernois Road,Suite 250,Troy,MI,48084,(248) 251-0159,baron-wealth.com,"$218,410,366 ",432,"$505,580 ","$18,124,979 ",1,"$18,124,979 ","$236,535,345 ",433,"$546,271 "
157047,Barrett Asset Management LLC,90 Park Ave.,34th Floor,New York,NY,10016,(212) 983-5080,barrettasset.com,"$1,082,524,673 ",681,"$1,589,610 ","$114,648,352 ",83,"$1,381,305 ","$1,197,173,025 ",764,"$1,566,980 "
109386,Barrington Financial Advisors Inc.,9800 Richmond Ave,Ste 250,Houston,TX,77042,(713) 785-7100,barringtonfinancial.com,"$36,000,000 ",264,"$136,364 ",$0 ,0,,"$36,000,000 ",264,"$136,364 "
104730,Barry M. Corkern & Co. Inc.,2300 Andover,Suite 100,Little Rock,AR,72227,(501) 664-7866,bcorkern.com,$0 ,0,,"$101,150,509 ",65,"$1,556,162 ","$101,150,509 ",65,"$1,556,162 "
159973,Bartlett & Co. LLC,600 Vine St.,Suite 2100,Cincinnati,OH,45202,(513) 621-4612,bartlett1898.com,"$2,824,945,548 ","2,492","$1,133,606 ","$50,419,439 ",36,"$1,400,540 ","$2,875,364,987 ","2,528","$1,137,407 "
158508,Battery Global Advisors LLC,930 Winter St,Suite 2500,Waltham,MA,2451,(781) 478-6800,batteryglobaladvisors.com,"$217,000,000 ",2,"$108,500,000 ","$225,000,000 ",9,"$25,000,000 ","$442,000,000 ",11,"$40,181,818 "
109376,Bauer Captain & Johnson Inc.,6720 North Scottsdale Road,Suite 170,Scottsdale,AZ,85253,(480) 483-1510,bauercaptain.com,$0 ,0,,"$241,482,640 ",628,"$384,526 ","$241,482,640 ",628,"$384,526 "
152977,Bauer Wealth Management,"2 North Cascade Ave., Suite 790",,Colorado Springs,CO,80903,(719) 481-5899,bauerwealthmanagement.com,"$45,000,000 ",106,"$424,528 ",$0 ,0,,"$45,000,000 ",106,"$424,528 "
106775,Bauerle Financial Inc.,505 East New York Ave.,,Deland,FL,32724,(386) 734-4548,,"$93,597,769 ",462,"$202,593 ","$8,550,483 ",111,"$77,031 ","$102,148,252 ",573,"$178,269 "
136342,Baugh & Associates LLC,"257 Mt Vernon Hwy, Ne",,Atlanta,GA,30328,(404) 256-0268,,"$93,600,000 ",380,"$246,316 ",$0 ,0,,"$93,600,000 ",380,"$246,316 "
106548,Baxter Investment Management,1030 East Putnam Ave.,,Riverside,CT,6878,(203) 637-4559,baxterinvestment.com,"$208,414,078 ",537,"$388,108 ",$0 ,0,,"$208,414,078 ",537,"$388,108 "
115969,Bbjs Financial Advisors LLC,"1501 Fourth Ave., Suite 2880",,Seattle,WA,98101,(206) 682-4840,bbjsadvisors.com,"$42,510,000 ",48,"$885,625 ","$676,000 ",1,"$676,000 ","$43,186,000 ",49,"$881,347 "
109688,Bbr Partners LLC,Two Grand Central Tower,"140 East 45th St., 26th Floor",New York,NY,10017,(212) 313-9870,bbrpartners.com,"$4,368,600,000 ",986,"$4,430,629 ","$1,375,800,000 ",59,"$23,318,644 ","$5,744,400,000 ","1,045","$5,497,033 "
106164,Beacon Financial Advisors Ltd,"1800 St. James Place, Suite 101",,Houston,TX,77056,(713) 622-9981,bfaltd.com,"$155,245,241 ",499,"$311,113 ","$4,191,120 ",20,"$209,556 ","$159,436,361 ",519,"$307,199 "
154939,Beacon Wealth Consultants Inc.,324 Washington Ave. Sw,Suite B,Roanoke,VA,24016,(540) 345-3891,beaconwealth.com,"$12,000,000 ",80,"$150,000 ","$38,000,000 ",120,"$316,667 ","$50,000,000 ",200,"$250,000 "
129523,Beacon Wealth Management LLC,505 Main St.,Suite 214,Hackensack,NJ,7601,(201) 447-9500,beaconwealthmanagement.com,"$190,706,215 ",640,"$297,978 ","$46,873,314 ",48,"$976,527 ","$237,579,529 ",688,"$345,319 "
107238,Beaird Harris Wealth Management Inc.,12221 Merit Dr,Ste 750,Dallas,TX,75251,(972) 503-1040,bhcocapital.com,"$397,618,700 ",211,"$1,884,449 ",$0 ,0,,"$397,618,700 ",211,"$1,884,449 "
110969,Beale Healy Investment Advisors Inc.,6806 Paragon Place,Suite 140,Richmond,VA,23230,(804) 355-0223,bhia.com,"$38,975,394 ",117,"$333,123 ","$21,298,998 ",37,"$575,649 ","$60,274,392 ",154,"$391,392 "
108345,Beaumont Financial Partners LLC,20 Walnut St.,Suite # 1,Wellesley Hills,MA,2481,(781) 237-7170,bfpartners.com,"$1,056,970,529 ","2,145","$492,760 ","$340,751,733 ",128,"$2,662,123 ","$1,397,722,262 ","2,273","$614,924 "
110489,Becker Capital Management Inc.,1211 Sw 5th Ave.,Suite 2185,Portland,OR,97204,(503) 223-1720,beckercap.com,"$2,282,020,646 ",841,"$2,713,461 ",$0 ,0,,"$2,282,020,646 ",841,"$2,713,461 "
134703,Beckwith Financial Advisors Inc.,115 East Camperdown Way,,Greenville,SC,29601,(864) 233-7770,,"$36,303,019 ",152,"$238,836 ","$4,810,680 ",1,"$4,810,680 ","$41,113,699 ",153,"$268,717 "
105653,Bedel Financial Consulting Inc.,3815 River Crossing Parkway,Suite 120,Indianapolis,IN,46240,(317) 843-1358,bedelfinancial.com,"$592,938,003 ","2,592","$228,757 ",$0 ,0,,"$592,938,003 ","2,592","$228,757 "
107326,Bedell Frazier Investment Counselling LLC.,Two Walnut Creek Center,"200 Pringle Ave., Suite 555",Walnut Creek,CA,94596,(925) 932-0344,bedellinvest.com,"$305,992,690 ","1,278","$239,431 ",$0 ,0,,"$305,992,690 ","1,278","$239,431 "
120376,Bedrock Capital Management Inc.,5050 El Camino Real,Suite 204,Los Altos,CA,94022,(650) 964-7024,bedrockcapital.com,"$194,813,081 ",645,"$302,036 ",$0 ,0,,"$194,813,081 ",645,"$302,036 "
143892,Beekman Wealth Advisory LLC,"708 Third Ave., Sixth Floor",,New York,NY,10017,(212) 209-3925,beekmanwealth.com,$0 ,0,,"$250,000,000 ",12,"$20,833,333 ","$250,000,000 ",12,"$20,833,333 "
160286,Beers Kight Financial Advisors LLC,3830 Forest Drive,,Columbia,SC,29204,(803) 787-0003,,"$115,366,000 ",276,"$417,993 ",$0 ,0,,"$115,366,000 ",276,"$417,993 "
108383,Bell Investment Advisors Inc.,1111 Broadway,Suite 1630,Oakland,CA,94607,(510) 433-1066,bellinvest.com,"$433,150,433 ","1,171","$369,898 ","$3,835,849 ",10,"$383,585 ","$436,986,282 ","1,181","$370,014 "
